,code,name,name_jp,type,type_jp,address,postal_code,phone,state,state_jp,latitude,longitude,found,faculty_count,department_count,has_grad,has_remote,review_rating,review_count,difficulty_SD,difficulty_rank
409,F113310103769,Teikyo University,帝京大学,Private,私立,東京都板橋区加賀2－11－1,173－8605,03－3964－1211,Tokyo To,東京都,35.759392,139.714478,1966-01,24,57,True,True,3.71,1133.0,42.9,E
410,F113310103778,Tokyo Keizai University,東京経済大学,Private,私立,東京都国分寺市南町1－7－34,185－8502,042－328－7711,Tokyo To,東京都,35.700047,139.488266,1900-07,8,11,True,False,3.87,339.0,48.7,D
411,F113310103787,Tokyo Women’s College of Physical Education,東京女子体育大学,Private,私立,東京都国立市富士見台4－30－1,186－8668,042－572－4131,Tokyo To,東京都,35.689056,139.427765,1962-01,1,1,False,False,3.8,112.0,35.5,F
412,F113310103796,Tokyo Union Theological Seminary,東京神学大学,Private,私立,東京都三鷹市大沢3－10－30,181－0015,0422－32－4185,Tokyo To,東京都,35.686474,139.527481,1944-04,2,3,True,False,2.86,2.0,,
413,F113310103803,Tokyo Zokei University,東京造形大学,Private,私立,東京都八王子市宇津貫町1556,192－0992,042－637－8111,Tokyo To,東京都,35.617332,139.334259,1966-01,2,3,True,False,3.86,82.0,40.8,E
414,F113310103812,Toho Gakuen School of Music,桐朋学園大学,Private,私立,東京都調布市若葉町1－41－1,182－8510,03－3307－4101,Tokyo To,東京都,35.659061,139.584274,1955-02,2,2,True,False,4.35,87.0,35.0,F
415,F113310103821,Nippon Veterinary And Life Science University,日本獣医生命科学大学,Private,私立,東京都武蔵野市境南町1－7－1,180－8602,0422－31－4151,Tokyo To,東京都,35.701889,139.546646,1881-09,3,7,True,False,4.03,142.0,,
416,F113310103830,Musashino University,武蔵野大学,Private,私立,東京都江東区有明三丁目3番3号,135－8181,03－5530－7333,Tokyo To,東京都,35.631275,139.786896,1965-01,34,46,True,True,3.7,512.0,47.4,D
417,F113310103849,Musashino Art University,武蔵野美術大学,Private,私立,東京都小平市小川町1－736,187－8505,042－342－6021,Tokyo To,東京都,35.728161,139.449005,1929-10,6,21,True,True,4.01,230.0,47.7,D
418,F113310103858,Meisei University,明星大学,Private,私立,東京都日野市程久保2－1－1,191－8506,042－591－5111,Tokyo To,東京都,35.645657,139.409485,1964-03,16,25,True,True,3.75,455.0,46.2,D
419,F113310103867,WAKO UNIVERSITY,和光大学,Private,私立,東京都町田市金井ヶ丘5-1-1,195－8585,044－988－1431,Tokyo To,東京都,35.573551,139.463898,1966-01,4,9,True,False,3.59,145.0,36.4,F
420,F113310103876,Kyorin University,杏林大学,Private,私立,東京都三鷹市新川6－20－2,181－8611,0422－47－5511,Tokyo To,東京都,35.677597,139.565598,1970-04,7,28,True,False,3.77,336.0,45.2,D
421,F113310103885,Soka University,創価大学,Private,私立,東京都八王子市丹木町1－236,192－8577,042－691－2215,Tokyo To,東京都,35.687759,139.327942,1971-01,23,33,True,True,4.35,556.0,40.5,E
422,F113310103894,Nihon Bunka University,日本文化大学,Private,私立,東京都八王子市片倉町977,192－0986,042－636－5211,Tokyo To,東京都,35.633663,139.341354,1978-01,1,1,False,False,3.22,26.0,38.0,F
423,F113310103901,Tokyo University of Technology,東京工科大学,Private,私立,東京都八王子市片倉町1404－1,192－0982,042－637－2111,Tokyo To,東京都,35.626556,139.341415,1985-12,10,20,True,False,3.56,358.0,43.1,E
424,F113310103910,Japanese Red Cross College of Nursing,日本赤十字看護大学,Private,私立,東京都渋谷区広尾4－1－3,150－0012,03－3409－0875,Tokyo To,東京都,35.654263,139.717285,1986-02,3,4,True,False,4.38,64.0,51.8,C
425,F113310103929,Keisen University,恵泉女学園大学,Private,私立,東京都多摩市南野2－10－1,206－8586,042－376－8211,Tokyo To,東京都,35.60828,139.436417,1987-12,4,7,True,False,3.79,91.0,38.4,F
426,F113310103938,Tama University,多摩大学,Private,私立,東京都多摩市聖ヶ丘4－1－1,206－0022,042－337－1111,Tokyo To,東京都,35.630268,139.463898,1989-04,3,4,True,False,3.34,78.0,35.3,F
427,F113310103947,Tokyo Junshin University,東京純心大学,Private,私立,東京都八王子市滝山町二丁目600番地,192－0011,042－692－0326,Tokyo To,東京都,35.691895,139.335144,1995-12,2,2,False,False,3.58,18.0,36.0,F
428,F113310103956,Kaetsu University,嘉悦大学,Private,私立,東京都小平市花小金井南町2－8－4,187－8578,042－466－3711,Tokyo To,東京都,35.720676,139.514572,2000-12,3,3,True,False,3.2,31.0,37.7,F
429,F113310103965,Tokyo Fuji University,東京富士大学,Private,私立,東京都新宿区下落合1－7－7,161－8556,03－3362－7297,Tokyo To,東京都,35.715672,139.699997,2001-12,2,3,True,False,3.48,36.0,38.0,F
430,F113310103974,LEC Graduate University,ＬＥＣ東京リーガルマインド大学院大学,Private,私立,東京都千代田区神田三崎町2－2－15,101－0061,03－3222－5151,Tokyo To,東京都,35.700062,139.7547,2004-11,1,1,True,False,,,,
431,F113310103983,Digital Hollywood University,デジタルハリウッド大学,Private,私立,東京都千代田区神田駿河台4－6 御茶ノ水ソラシティアカデミア3F／4F,101－0062,03－5297－5787,Tokyo To,東京都,35.698673,139.766403,2004-02,2,2,True,False,4.25,84.0,45.3,D
432,F113310103992,Shiraume Gakuen University,白梅学園大学,Private,私立,東京都小平市小川町1－830,187－8570,042－342－2311,Tokyo To,東京都,35.725597,139.451126,2004-11,2,4,True,False,3.95,103.0,40.7,E
433,F113310104009,Tokyo Healthcare University,東京医療保健大学,Private,私立,東京都品川区東五反田4－1－17,141－8648,03－5421－7655,Tokyo To,東京都,35.631287,139.726364,2005-04,12,6,True,False,3.65,159.0,42.4,E
434,F113310104018,Tokyo Seiei College,東京聖栄大学,Private,私立,東京都葛飾区西新小岩1－4－6,124－8530,03－3692－0211,Tokyo To,東京都,35.718178,139.856979,2004-11,1,2,False,False,3.79,44.0,36.3,F
435,F113310104027,Business Breakthrough University,ビジネス・ブレークスルー大学,Private,私立,東京都千代田区六番町1－7 Ohmae@workビル,102－0085,03－5860－5544,Tokyo To,東京都,35.687626,139.735382,2004-11,1,2,False,True,4.23,12.0,,
436,F113310104036,"Graduate School of Management, GLOBIS University",グロービス経営大学院大学,Private,私立,東京都千代田区二番町5－1住友不動産麹町ビル,102－0084,,Tokyo To,東京都,35.685379,139.736298,2005-12,1,1,True,False,5.0,2.0,,
437,F113310104045,Bunka Fashion Graduate University,文化ファッション大学院大学,Private,私立,東京都渋谷区代々木3－22－1,151－8547,03－3299－2701,Tokyo To,東京都,35.685848,139.693954,2005-12,1,2,True,False,,,,
438,F113310104054,Ohara Graduate School of Accounting,大原大学院大学,Private,私立,東京都千代田区西神田1－2－10,101－0065,03－3237－8760,Tokyo To,東京都,35.699211,139.756836,2006-01,1,1,True,False,3.82,6.0,,
439,F113310104063,Tokyo Future University,東京未来大学,Private,私立,東京都足立区千住曙町34－12,120－0023,03－5813－2525,Tokyo To,東京都,35.743179,139.816635,2006-11,4,4,False,True,3.87,107.0,38.3,F
440,F113310104072,Hollywood Graduate School of Beauty Business,ハリウッド大学院大学,Private,私立,東京都港区六本木6－4－1,106－8541,03－3403－3403,Tokyo To,東京都,35.661423,139.729691,2007-12,1,1,True,False,3.67,3.0,,
441,F113310104081,Sbi Graduate School,ＳＢＩ大学院大学,Private,私立,東京都港区六本木1－6－1,106-6021,03－6229－1175,Tokyo To,東京都,35.664543,139.739487,2007-12,1,1,False,False,,,,
442,F113310104090,Hosen College of Childhood Education,こども教育宝仙大学,Private,私立,東京都中野区中央2－33－26,164－8631,03－3365－0267,Tokyo To,東京都,35.700001,139.678802,2009-10,1,1,False,False,3.63,25.0,37.8,F
443,F113310104107,Tokyo Ariake University of Medical And Health Sciences,東京有明医療大学,Private,私立,東京都江東区有明2－9－1,135－0063,03－6703－7000,Tokyo To,東京都,35.64106,139.7966,2008-10,4,5,True,False,3.71,39.0,36.8,F
444,F113310104116,Tokyo Polytechnic University,東京工芸大学,Private,私立,東京都中野区本町2－9－5,164－8678,03－3372－1321,Tokyo To,東京都,35.692814,139.679535,1923-03,5,20,True,False,3.65,176.0,42.5,E
445,F113310104125,Sanno University,産業能率大学,Private,私立,東京都世田谷区等々力6－39－15,158－8630,03－3704－9955,Tokyo To,東京都,35.613804,139.661514,1978-12,4,5,True,True,3.83,228.0,46.8,D
446,F113310104134,Yamazaki University of Animal Health Technology,ヤマザキ動物看護大学,Private,私立,東京都八王子市南大沢4－7－2,192－0364,042－653－0901,Tokyo To,東京都,35.611378,139.375656,2010-04,2,3,True,False,3.57,52.0,40.0,E
447,F113310104143,University of Tokyo Health Sciences,東京医療学院大学,Private,私立,東京都多摩市落合4－11,206－0033,042－373－8118,Tokyo To,東京都,35.612213,139.42894,2011-10,1,2,False,False,3.39,33.0,37.8,F
448,F113310104152,The Graduate School of Project Design,事業構想大学院大学,Private,私立,東京都港区南青山3－13－16,107－8411,03－3478－8411,Tokyo To,東京都,35.665565,139.713745,2012-04,1,1,True,False,,,,
449,F113310104161,The Graduate School of Social Design,社会構想大学院大学,Private,私立,東京都新宿区高田馬場1－25－30,169－8518,03－3207－0005,Tokyo To,東京都,35.712387,139.706604,2017-04,2,2,True,False,,,,
450,F113310104170,Teikyo University of Science,帝京科学大学,Private,私立,東京都足立区千住桜木2－2－1,120－0045,03－6910－1010,Tokyo To,東京都,35.753677,139.789429,1989-12,5,20,True,False,3.58,232.0,41.5,E
451,F114310104632,Seisa University,星槎大学,Private,私立,神奈川県足柄下郡箱根町仙石原817－255,250－0613,0460－83－8202,Kanagawa Ken,神奈川県,35.265572,138.999374,2003-11,2,2,True,True,4.15,29.0,,
452,F114310104641,Kanagawa University,神奈川大学,Private,私立,神奈川県横浜市神奈川区六角橋3－27－1,221－8686,045－481－5661,Kanagawa Ken,神奈川県,35.484413,139.620773,1929-03,17,32,True,False,3.68,1017.0,46.1,D
453,F114310104650,Kanto Gakuin University,関東学院大学,Private,私立,神奈川県横浜市金沢区六浦東1－50－1,236－8501,045－786－7002,Kanagawa Ken,神奈川県,35.32428,139.625931,1884-10,16,28,True,False,3.54,440.0,38.5,F
454,F114310104669,Tsurumi University,鶴見大学,Private,私立,神奈川県横浜市鶴見区鶴見2－1－3,230－8501,045－580－8627,Kanagawa Ken,神奈川県,35.506329,139.6707,1963-04,4,10,True,False,3.75,117.0,37.3,F
455,F114310104678,Ferris University,フェリス女学院大学,Private,私立,神奈川県横浜市泉区緑園4－5－3,245－8650,045－812－8211,Kanagawa Ken,神奈川県,35.437656,139.525589,1965-01,6,12,True,False,4.06,208.0,35.3,F
456,F114310104687,Yokohama College of Commerce,横浜商科大学,Private,私立,神奈川県横浜市鶴見区東寺尾4－11－1,230－8577,045－571－3901,Kanagawa Ken,神奈川県,35.498199,139.659317,1966-01,1,3,False,False,3.51,49.0,37.9,F
457,F114310104696,Yashima Gakuen University,八洲学園大学,Private,私立,神奈川県横浜市西区桜木町7－42,220－0021,045－313－5454,Kanagawa Ken,神奈川県,35.458904,139.622726,2003-11,1,1,False,True,3.42,26.0,,
458,F114310104703,Institute of Information Security,情報セキュリティ大学院大学,Private,私立,神奈川県横浜市神奈川区鶴屋町2－14－1,221－0835,045－311－7784,Kanagawa Ken,神奈川県,35.468109,139.623535,2003-11,1,1,True,False,3.28,4.0,,
459,F114310104712,Yokohama University of Pharmacy,横浜薬科大学,Private,私立,神奈川県横浜市戸塚区俣野町字東原601－1,245－0066,045－859－1300,Kanagawa Ken,神奈川県,35.382626,139.49202,2006-04,2,6,True,False,3.68,95.0,37.8,F
460,F114310104721,Azabu University,麻布大学,Private,私立,神奈川県相模原市中央区淵野辺1－17－71,252－5201,042－754－7111,Kanagawa Ken,神奈川県,35.573708,139.392426,1934-04,4,8,True,False,3.83,202.0,42.6,E
461,F114310104730,Kanagawa Dentaluniversity,神奈川歯科大学,Private,私立,神奈川県横須賀市稲岡町82,238－8580,046－822－8751,Kanagawa Ken,神奈川県,35.29361,139.665237,1964-01,2,2,True,False,3.11,23.0,35.5,F
462,F114310104749,Kamakura Women’s University,鎌倉女子大学,Private,私立,神奈川県鎌倉市大船6－1－3,247－8512,0467－44－2111,Kanagawa Ken,神奈川県,35.354252,139.538498,1943-01,4,6,True,False,3.9,264.0,41.0,E
463,F114310104758,Shonan Institute of Technology,湘南工科大学,Private,私立,神奈川県藤沢市辻堂西海岸1－1－25,251－8511,0466－30－0271,Kanagawa Ken,神奈川県,35.326111,139.453232,1963-01,2,8,True,False,3.76,82.0,35.5,F
464,F114310104767,Sagami Women’s University,相模女子大学,Private,私立,神奈川県相模原市南区文京2－1－1,252－0383,042－742－1411,Kanagawa Ken,神奈川県,35.533947,139.427368,1900-09,5,11,True,False,3.76,270.0,36.6,F
465,F114310104776,Senzoku Gakuen College of Music,洗足学園音楽大学,Private,私立,神奈川県川崎市高津区久本2－3－1,213－8580,044－856－2727,Kanagawa Ken,神奈川県,35.594688,139.615311,1967-01,3,8,True,False,3.86,177.0,,
466,F114310104785,St.Marianna University School of Medicine,聖マリアンナ医科大学,Private,私立,神奈川県川崎市宮前区菅生2－16－1,216－8511,044－977－8111,Kanagawa Ken,神奈川県,35.59956,139.547073,1971-01,2,2,True,False,3.76,22.0,63.0,A
467,F114310104794,Kanagawa Institute of Technology,神奈川工科大学,Private,私立,神奈川県厚木市下荻野1030,243－0292,046－241－1214,Kanagawa Ken,神奈川県,35.486244,139.343307,1962-12,6,19,True,False,3.59,215.0,36.4,F
468,F114310104801,Showa University of Music,昭和音楽大学,Private,私立,神奈川県川崎市麻生区上麻生1－11－1,215－8558,044－953－1121,Kanagawa Ken,神奈川県,35.600418,139.508041,1940-04,3,8,True,False,4.06,85.0,35.0,F
469,F114310104810,Toin University of Yokohama,桐蔭横浜大学,Private,私立,神奈川県横浜市青葉区鉄町1614,225－8503,045－972－5881,Kanagawa Ken,神奈川県,35.567417,139.521179,1965-04,6,8,True,False,3.71,91.0,35.9,F
470,F114310104829,Toyo Eiwa University,東洋英和女学院大学,Private,私立,神奈川県横浜市緑区三保町32,226－0015,045－922－5511,Kanagawa Ken,神奈川県,35.508823,139.510101,1988-12,4,6,True,False,3.78,153.0,35.4,F
471,F114310104838,Shoin University,松蔭大学,Private,私立,神奈川県厚木市森の里若宮9－1,243－0124,046－247－1511,Kanagawa Ken,神奈川県,35.442726,139.315689,2000-04,5,11,True,False,3.47,32.0,35.3,F
472,F114310104847,Den-En Chofu University,田園調布学園大学,Private,私立,神奈川県川崎市麻生区東百合丘3－4－1,215－8542,044－966－9211,Kanagawa Ken,神奈川県,35.595226,139.525146,2002-04,4,6,True,False,3.64,76.0,35.8,F
473,F114310104856,Yokohama University of Art & Design,横浜美術大学,Private,私立,神奈川県横浜市青葉区鴨志田町1204,227－0033,045－962－2221,Kanagawa Ken,神奈川県,35.557827,139.497253,2009-10,1,1,False,False,3.92,29.0,36.0,F
474,F114310104865,Japan Institute of The Moving Image,日本映画大学,Private,私立,神奈川県川崎市麻生区万福寺1－16－30,215－0004,044－951－2511,Kanagawa Ken,神奈川県,35.604919,139.507553,2010-10,1,1,False,False,3.73,18.0,36.0,F
475,F114310104874,Yokohama Soei University,横浜創英大学,Private,私立,神奈川県横浜市緑区三保町1,226－0015,045－922－5641,Kanagawa Ken,神奈川県,35.511475,139.510056,2011-10,3,3,True,False,3.56,38.0,37.0,F
476,F114310104883,Shonan University of Medical Sciences,湘南医療大学,Private,私立,神奈川県横浜市戸塚区上品濃16－48,244－0806,045－821－0111,Kanagawa Ken,神奈川県,35.437679,139.548645,2015-04,4,6,True,False,3.72,34.0,38.6,F
477,F114310104892,SHONAN KAMAKURA UNIVERSITY OF MEDICAL SCIENCES,湘南鎌倉医療大学,Private,私立,神奈川県鎌倉市山崎1195-3,247－0066,0467-38-3131,Kanagawa Ken,神奈川県,35.34156,139.52774,2020-04,2,2,True,False,3.67,3.0,35.0,F
478,F115310105104,Nagaoka University,長岡大学,Private,私立,新潟県長岡市御山町80－8,940－0828,0258－39－1600,Niigata Ken,新潟県,37.428562,138.880157,2000-12,1,1,False,False,3.44,27.0,43.0,E
479,F115310105113,Niigata University of Health And Welfare,新潟医療福祉大学,Private,私立,新潟県新潟市北区島見町1398,950－3198,025－257－4455,Niigata Ken,新潟県,37.9664,139.188843,2000-12,7,18,True,False,3.89,236.0,38.1,F
480,F115310105122,Niigata Seiryo University,新潟青陵大学,Private,私立,新潟県新潟市中央区水道町1－5939－27,951－8121,025－266－0127,Niigata Ken,新潟県,37.921284,139.025436,1999-12,4,5,True,False,3.94,110.0,42.8,E
481,F115310105131,Niigata Institute of Technology,新潟工科大学,Private,私立,新潟県柏崎市大字藤橋1719,945－1195,0257－22－8111,Niigata Ken,新潟県,37.338867,138.576767,1994-12,2,2,True,False,3.62,26.0,35.3,F
482,F115310105140,Niigata University of Management,新潟経営大学,Private,私立,新潟県加茂市希望ヶ丘2909－2,959－1321,0256－53－3000,Niigata Ken,新潟県,37.672485,139.065048,1993-12,2,3,False,False,3.73,30.0,36.0,F
483,F115310105159,Niigata University of International And Information Studies,新潟国際情報大学,Private,私立,新潟県新潟市西区みずき野3－1－1,950－2292,025－239－3111,Niigata Ken,新潟県,37.816799,138.899292,1993-12,2,3,False,False,3.69,70.0,45.5,D
484,F115310105168,Keiwa College,敬和学園大学,Private,私立,新潟県新発田市富塚字三賀境1270,957－8585,0254－26－3636,Niigata Ken,新潟県,37.953205,139.2901,1990-12,1,3,False,False,3.45,42.0,35.2,F
485,F115310105177,Niigata University of Pharmacy and Applied Life Sciences,新潟薬科大学,Private,私立,新潟県新潟市秋葉区東島265－1,956－8603,0250－25－5000,Niigata Ken,新潟県,37.77475,139.12204,1977-01,4,5,True,False,3.51,72.0,35.7,F
486,F115310105186,International University of Japan,国際大学,Private,私立,新潟県南魚沼市国際町777,949－7277,025－779－1111,Niigata Ken,新潟県,37.1479,138.948013,1982-01,2,2,True,False,3.0,1.0,,
487,F115310105195,Niigata Sangyo University,新潟産業大学,Private,私立,新潟県柏崎市軽井川4730,945－1393,0257－24－6655,Niigata Ken,新潟県,37.337311,138.593201,1987-12,3,4,True,True,3.73,17.0,37.5,F
488,F115310105202,Graduate Institute For Entrepreneurial Studies,事業創造大学院大学,Private,私立,新潟県新潟市中央区米山3－1－46,950－0916,025－255－1250,Niigata Ken,新潟県,37.907841,139.061737,2005-12,1,1,True,False,,,,
489,F115310105211,Niigata University of Rehabilitation,新潟リハビリテーション大学,Private,私立,新潟県村上市上の山2－16,958－0053,0254－56－8292,Niigata Ken,新潟県,38.185974,139.439468,2007-01,2,2,True,False,3.18,23.0,35.5,F
490,F115310105220,Niigata Agro-Food University,新潟食料農業大学,Private,私立,新潟県新潟市北区島見町940,950－3197,025－212－3301,Niigata Ken,新潟県,37.968521,139.194901,2017-08,2,2,True,False,2.75,4.0,35.3,F
491,F115310105239,Kaishi Professional University,開志専門職大学,Private,私立,新潟県新潟市中央区紫竹山6丁目3番5号,950－0914,025-240-8118,Niigata Ken,新潟県,37.897717,139.067429,2020-04,3,3,False,False,4.0,1.0,36.5,F
492,F115310105248,Nagaoka Sutoku University,長岡崇徳大学,Private,私立,新潟県長岡市深沢町2278番地８,940－2135,0258－46－6666,Niigata Ken,新潟県,37.425255,138.773346,2019-04,1,1,False,False,3.75,4.0,37.5,F
493,F116310105336,Takaoka University of Law,高岡法科大学,Private,私立,富山県高岡市戸出石代307－3,939－1193,0766－63－3388,Toyama Ken,富山県,36.66967,137.001297,1988-12,1,1,False,False,3.43,18.0,35.7,F
494,F116310105345,Toyama University of International Studies,富山国際大学,Private,私立,富山県富山市東黒牧65－1,930－1292,076－483－8000,Toyama Ken,富山県,36.601566,137.273621,1989-12,2,2,False,False,3.7,65.0,36.3,F
495,F116310105354,Toho Gakuen Graduate School,桐朋学園大学院大学,Private,私立,富山県富山市呉羽町1884－17,930－0138,076－434－6800,Toyama Ken,富山県,36.717968,137.165161,1998-12,1,1,True,False,5.0,1.0,,
496,F117310105451,Kanazawa Seiryo University,金沢星稜大学,Private,私立,石川県金沢市御所町丑10-1,920-8620,076-253-3924,Ishikawa Ken,石川県,36.583309,136.68222,1967-04,4,6,True,False,3.77,172.0,36.5,F
497,F117310105460,Kanazawa Institute of Technology,金沢工業大学,Private,私立,石川県野々市市扇が丘7－1,921－8501,076－248－1100,Ishikawa Ken,石川県,36.529015,136.627518,1965-01,7,23,True,False,3.69,259.0,38.8,F
498,F117310105479,Kanazawa Medical University,金沢医科大学,Private,私立,石川県河北郡内灘町字大学1－1,920－0293,076－286－2211,Ishikawa Ken,石川県,36.657558,136.647263,1972-03,4,4,True,False,3.9,47.0,54.0,C
499,F117310105488,Hokuriku University,北陸大学,Private,私立,石川県金沢市太陽が丘1－1,920－1180,076－229－1161,Ishikawa Ken,石川県,36.524445,136.707336,1975-02,6,8,False,False,3.46,78.0,36.2,F
500,F117310105497,Kanazawa Gakuin University,金沢学院大学,Private,私立,石川県金沢市末町10の5,920－1392,076－229－1181,Ishikawa Ken,石川県,36.515697,136.698029,1986-12,13,16,True,False,3.4,128.0,37.9,F
501,F117310105503,Kinjo University,金城大学,Private,私立,石川県白山市笠間町1200,924－8511,076－276－4400,Ishikawa Ken,石川県,36.508892,136.529785,2000-04,5,7,True,False,3.84,103.0,37.3,F
502,F117310105512,Hokurikugakuin University,北陸学院大学,Private,私立,石川県金沢市三小牛町イ11,920－1396,076－280－3850,Ishikawa Ken,石川県,36.517262,136.670761,2007-12,1,2,False,False,3.81,39.0,37.6,F
503,F117310111854,Kanazawa Professional University of Food Management,かなざわ食マネジメント専門職大学,Private,私立,石川県白山市横江町5250,924－0011,076-275-5933,Ishikawa Ken,石川県,36.543907,136.586166,2021-04,1,1,False,False,,,36.0,F
504,F118310105628,Fukui University of Technology,福井工業大学,Private,私立,福井県福井市学園3－6－1,910－8505,0776－29－2620,Fukui Ken,福井県,36.068718,136.196365,1963-01,4,10,True,False,3.59,57.0,41.6,E
505,F118310105637,Jin-Ai University,仁愛大学,Private,私立,福井県越前市大手町3－1－1,915－8586,0778－27－2010,Fukui Ken,福井県,35.891541,136.211166,2000-12,3,5,True,False,3.85,100.0,37.5,F
506,F118310105646,Fukui Health Science University,福井医療大学,Private,私立,福井県福井市江上町55－13－1,910－3190,0776－59－2200,Fukui Ken,福井県,36.130241,136.165817,2016-08,2,3,True,False,3.56,9.0,37.8,F
507,F119310105707,Yamanashi Gakuin University,山梨学院大学,Private,私立,山梨県甲府市酒折2－4－5,400－8575,055－233－1111,Yamanashi Ken,山梨県,35.657879,138.600906,1962-01,6,7,True,False,3.74,138.0,39.0,F
508,F119310105716,Minobusan University,身延山大学,Private,私立,山梨県南巨摩郡身延町身延3567,409－2597,0556－62－0107,Yamanashi Ken,山梨県,35.383202,138.428558,1994-12,1,1,False,False,5.0,1.0,37.0,F
509,F119310105725,Yamanashi-Eiwa College,山梨英和大学,Private,私立,山梨県甲府市横根町888,400―8555,055－223－6020,Yamanashi Ken,山梨県,35.661758,138.613174,2001-12,2,2,True,False,3.66,46.0,36.0,F
510,F119310105734,Health Science University,健康科学大学,Private,私立,山梨県南都留郡富士河口湖町小立7187,401－0380,0555－83－5200,Yamanashi Ken,山梨県,35.464031,138.744141,2002-12,2,4,False,False,3.58,52.0,35.6,F
511,F120310105820,Matsumoto Dental University,松本歯科大学,Private,私立,長野県塩尻市広丘郷原1780,399－0781,0263－52－3100,Nagano Ken,長野県,36.127342,137.939728,1972-01,2,2,True,False,3.1,11.0,38.5,F
512,F120310105839,Matsumoto University,松本大学,Private,私立,長野県松本市大字新村2095－1,390－1295,0263－48－7200,Nagano Ken,長野県,36.220024,137.911194,2001-12,5,7,True,False,3.91,120.0,42.7,E
513,F120310105848,Seisen Jogakuin College,清泉女学院大学,Private,私立,長野県長野市上野2－120－8,381－0085,026－295－5665,Nagano Ken,長野県,36.685642,138.23291,2002-12,5,5,True,False,4.1,54.0,36.5,F
514,F120310105857,Saku University,佐久大学,Private,私立,長野県佐久市岩村田2384,385－0022,0267－68－6680,Nagano Ken,長野県,36.265114,138.463028,2008-04,4,4,True,False,3.89,26.0,38.0,F
515,F120310105866,Nagano University of Health And Medicine,長野保健医療大学,Private,私立,長野県長野市川中島町今井原11－1,381－2227,026－283－6111,Nagano Ken,長野県,36.593323,138.145218,2015-04,3,3,True,False,3.87,16.0,40.5,E
516,F120310111868,MATSUMOTO COLLEGE OF NURSING,松本看護大学,Private,私立,長野県松本市笹賀3118,399－0033,0263ｰ58ｰ4417,Nagano Ken,長野県,36.174709,137.93544,2021-04,1,1,False,False,3.0,2.0,38.0,F
517,F121310106016,Chukyo Gakuin University,中京学院大学,Private,私立,岐阜県中津川市千旦林1－104,509－9195,0573－66－3121,Gifu Ken,岐阜県,35.476894,137.485397,1992-12,2,2,False,False,3.64,44.0,35.2,F
518,F121310106025,Gifu Kyoritsu University,岐阜協立大学,Private,私立,岐阜県大垣市北方町5－50,503－8550,0584－77－3511,Gifu Ken,岐阜県,35.39423,136.619125,1967-01,5,7,True,False,3.46,55.0,35.6,F
519,F121310106034,Gifu Women’s University,岐阜女子大学,Private,私立,岐阜県岐阜市太郎丸80,501－2592,058－229－2211,Gifu Ken,岐阜県,35.487743,136.806992,1968-03,5,9,True,True,3.77,94.0,35.5,F
520,F121310106043,Asahi University,朝日大学,Private,私立,岐阜県瑞穂市穂積1851－1,501－0296,058－329－1111,Gifu Ken,岐阜県,35.382084,136.69072,1971-02,8,9,True,False,3.76,120.0,40.1,E
521,F121310106052,Gifu Shotoku Gakuen University,岐阜聖徳学園大学,Private,私立,岐阜県岐阜市柳津町高桑西1－1,501－6194,058－279－0804,Gifu Ken,岐阜県,35.361855,136.706558,1972-04,6,7,True,False,4.09,241.0,42.6,E
522,F121310106061,Tokai Gakuin University,東海学院大学,Private,私立,岐阜県各務原市那加桐野町5－68,504－8511,058－389－2200,Gifu Ken,岐阜県,35.424854,136.82048,1981-01,3,5,True,False,3.52,83.0,35.3,F
523,F121310106070,Chubu Gakuin University,中部学院大学,Private,私立,岐阜県関市桐ケ丘2－1,501－3993,0575－24－2211,Gifu Ken,岐阜県,35.45853,136.897781,1996-12,7,8,True,True,3.86,102.0,35.9,F
524,F121310106089,Gifu University of Medical Science,岐阜医療科学大学,Private,私立,岐阜県関市市平賀字長峰795－1,501－3892,0575－22－9401,Gifu Ken,岐阜県,35.490181,136.948273,2005-12,5,6,True,False,3.79,91.0,40.5,E
525,F121310106098,Gifu University of Health Sciences,岐阜保健大学,Private,私立,岐阜県岐阜市東鶉2-92,500－8281,058－274－5001,Gifu Ken,岐阜県,35.38459,136.739914,2019-04,3,4,True,False,3.91,7.0,36.0,F
526,F122310106275,The Graduate School For The Creation of New Photonics Industries,光産業創成大学院大学,Private,私立,静岡県浜松市西区呉松町1955－1,431－1202,053－484－2501,Shizuoka Ken,静岡県,34.776619,137.630966,2004-11,1,1,True,False,,,,
527,F122310106284,Shizuoka University of Welfare,静岡福祉大学,Private,私立,静岡県焼津市本中根549－1,425－8611,054－623－7000,Shizuoka Ken,静岡県,34.829826,138.296936,2003-11,2,4,False,False,3.89,61.0,35.5,F
528,F122310106293,Hamamatsu Gakuin University,浜松学院大学,Private,私立,静岡県浜松市中区布橋3－2－3,432－8012,053－450－7000,Shizuoka Ken,静岡県,34.719769,137.713333,2003-11,1,2,False,False,3.93,48.0,35.5,F
529,F122310106300,Shizuoka Eiwa Gakuin University,静岡英和学院大学,Private,私立,静岡県静岡市駿河区池田1769,422－8545,054－261－9201,Shizuoka Ken,静岡県,34.982883,138.433868,2001-12,1,2,False,False,3.54,54.0,35.7,F
530,F122310106319,Tokoha University,常葉大学,Private,私立,静岡県静岡市駿河区弥生町6－1,422－8581,054－297－6100,Shizuoka Ken,静岡県,35.004887,138.436478,1980-01,14,25,True,False,3.77,348.0,38.8,F
